        0.8146        0.0220        0.0510        0.2546        0.2243        0.3313        0.2935        0.0622        0.2055       -0.1431        0.0888       -0.1041        0.0500        0.0294       -0.1091       -0.1772        0.2695       -0.2183       -0.2399        0.1417        0.1756       -0.1185       -0.0367        0.0746       -0.1553       -0.2202       -0.0617        0.1050       -0.0538       -0.1283        0.0593        0.0537       -0.0694        0.0785        0.2635       -0.0366        0.0668       -0.2386       -0.0926        0.0924        0.1664        0.2236        0.1569        0.1045        0.0383        0.0306        0.1759        0.0996       -0.0683       -0.0948       -0.0727       -0.1422        0.1586       -0.0962        0.0732        0.0563        0.0249       -0.1628        0.0701       -0.0997        0.0141        0.1511        0.0450       -0.1836       -0.0374       -0.1247       -0.2062       -0.4552       -0.0624        0.1899       -0.2545       -0.0107       -0.0767        0.0498       -0.0393        0.0327       -0.0137        0.2570        0.1293       -0.0012        0.1054       -0.0231        0.0110       -0.0162        0.2891       -0.2263        0.2736       -0.3519        0.2364       -0.0111       -0.2412       -0.0016       -0.0767        0.0156        0.0889       -0.1546        0.1438       -0.1217        0.0658       -0.0844       -1.0981        1.9427        1.5350       -0.1246        0.5472        1.4727       -2.1602        0.0281        0.0036       -1.6822       -0.1912        0.3489       -0.6096       -0.1907       -0.9852       -3.0502        1.5589        1.3413        0.1198        0.6358       -0.0319        1.2891       -0.8112       -0.5813       -2.1453       -1.4291        0.2641       -0.5055        0.1007        1.1817       -1.4888       -0.8976        1.1963       -1.3080       -0.1289        0.0473        0.5312       -0.9972        0.2606       -1.8529        0.4435        1.4505       -1.1981       -1.9019        0.1893        0.0938       -2.0180        1.2895        0.9821        0.1321        1.6420       -1.3967        1.8213        1.4984       -1.6693       -1.9801        0.1947        0.0442       -0.6995       -1.4138        0.8977        0.9510       -0.5957        0.5852       -1.5896       -0.9699       -0.5679        0.3610        1.6911       -0.2256       -0.4165        0.0417       -0.4038        0.6651       -0.2760       -0.7819       -1.5724       -0.9615       -0.0815        0.6187       -1.3008        2.5291        1.3752       -2.8475        1.7131       -2.6479        1.7916       -0.2940       -0.6767        3.1953       -1.2674       -0.4964        2.5377        0.1272       -0.5604        0.6825       -0.8505       -0.4828        0.1043       -0.9628
        0.1449        0.3077       -0.1617       -0.3220        0.2978        0.2471       -0.5079       -0.0760        0.5299       -0.1844        0.5026       -0.1483       -0.4169       -0.3877        0.9728       -0.5609       -0.1601       -0.4264        0.2029       -0.0816        0.1106       -0.1976       -0.4200        0.5333        0.4090        0.3270       -0.0368       -0.2150       -0.4035        0.1812       -0.1208       -0.0490       -0.3150       -0.0963       -0.6064       -0.0941       -0.1957       -0.3522        0.4769        0.7601        0.0628       -0.4073       -0.7347       -0.0523       -0.4815       -0.9014       -0.7699        0.0769        0.8762       -0.2427       -0.5060       -0.3841        0.1745        0.2196        0.0593        0.0177        0.1923       -0.1476       -0.5847       -0.2727       -0.7065        0.3042       -0.1612        0.3546       -0.2110        0.3375        0.2151        0.2762       -0.2378       -0.0447       -0.1001        0.6042        0.7714       -0.9889       -0.7216       -0.9873       -0.5709        0.7175        1.0566        0.3182        0.4806        0.2337       -0.5558       -0.2382       -0.4452        0.3158       -0.1325        0.7820        0.2800       -0.0272       -0.5326        0.9680        1.4163        0.2231       -0.7670       -0.4228        0.6123        0.1020       -0.4154        0.4136        1.6642       -1.6813       -1.0601        0.0724        0.8837        0.3912        1.0713        2.8968        1.0806       -1.7034       -0.0130       -0.2220        0.6556        2.3185        2.0702       -1.8547        3.2016       -3.4111       -1.1671        2.9496        0.8010       -0.4042       -0.9693       -0.7330       -0.3054       -0.5675       -0.0504       -1.4287        0.9595       -0.1586       -1.0703       -1.7810        0.7903       -1.6691        0.0186        3.6201        1.8220       -1.6004        0.6582       -0.2011        1.2125        0.3308        2.9160       -0.2359        0.1466        0.9903       -1.2402       -1.8517        0.7138       -0.9267       -0.4285        0.3045       -1.4502       -3.1770       -2.9462        1.5667       -0.0113       -3.1066       -1.0174       -1.4271       -0.1181       -1.7394       -1.7171       -1.3095       -0.0991       -2.2943        0.1490        1.8620       -0.5048        0.8730        0.4845        3.0770        3.6103       -1.5758       -0.0845        1.2135       -0.2554        0.8172       -0.1067        2.7587       -0.5809       -1.3714       -1.5194        2.7021       -0.0196       -1.7703       -0.4597        1.4727        1.5684        1.9657        0.1992       -0.0985       -0.8328        0.1816       -1.6807        2.5952       -0.8334        2.4112       -0.6565        2.0015
       -0.0049        0.0054       -0.0538       -0.0238        0.0063        0.0594        0.0214        0.0034       -0.0297        0.0010       -0.0071       -0.0180        0.0150       -0.0324        0.0076        0.0080       -0.0309        0.0592        0.0518       -0.0047       -0.0520        0.0258       -0.0113        0.0159        0.0383        0.0068        0.0175        0.0337       -0.0062        0.0284       -0.0203        0.0110       -0.1007        0.0106       -0.0304       -0.0575        0.0163       -0.0023       -0.1087        0.0052        0.0416        0.0081       -0.0178       -0.0497        0.0242        0.0071       -0.0255       -0.0505       -0.0105       -0.0037       -0.0043       -0.0187        0.0513       -0.0801       -0.0348        0.0080       -0.0319        0.0325       -0.0103       -0.0001       -0.0237        0.0267       -0.0255        0.0297       -0.0143        0.0335       -0.0124        0.0267        0.0039        0.0124       -0.0344        0.0209        0.0166        0.0084       -0.0326        0.0510       -0.0433       -0.0011       -0.0163        0.0394       -0.0509       -0.0226       -0.0038       -0.0032        0.0056       -0.0060       -0.0262        0.0003        0.0371        0.0197       -0.0641       -0.0040        0.0555       -0.0279        0.0405        0.0354        0.0578       -0.0232        0.0037       -0.0568        0.5927       -0.9119        0.8018        0.5245       -2.5922        0.9150       -1.8511       -3.0110        0.3597       -0.2100       -0.1986        1.0352        1.9209        0.1172        0.6501        2.7396        0.3774        1.4458       -1.3558       -0.6703       -1.3536       -3.8813        1.7580       -0.4045       -3.0061       -0.3534        3.3091       -0.6156        1.8575        1.4071        0.2291       -1.2551        2.3303       -0.1883       -2.6563        0.6942        0.0729        1.4698        1.1042       -0.3742       -1.0169        2.8595       -0.7180        0.9545       -2.0258        0.3581       -0.5676       -0.1066       -0.1993       -0.3828       -1.2518       -2.6038        1.1662       -0.0317        0.4191        0.9253       -0.4758       -0.8796        1.0537        1.9438       -0.6893       -0.8673       -0.6103        0.6568        0.7481       -0.9134       -0.9229       -2.0368       -0.2668        0.5788        0.2109       -0.2798       -2.2090       -1.4003        0.1486        1.6947       -3.3144       -0.3817       -0.2474        3.0028       -1.4044        0.2330       -1.7179       -0.4698       -2.9255        0.5521        1.3996       -4.7942        1.6517       -1.5574        2.1869        1.3623       -0.1871        1.1770        0.2568        0.8325       -0.2034        2.8793        0.7145        1.8600
       -0.0056       -0.0250       -0.0150        0.0336        0.0442        0.0602       -0.0505       -0.0417       -0.0575       -0.0209       -0.0840        0.0082       -0.0589       -0.0708       -0.0411       -0.0592       -0.0243       -0.0597        0.0663       -0.0219        0.0528        0.0585       -0.0623        0.0645       -0.0235       -0.0132       -0.0639        0.0097       -0.0451       -0.0123       -0.0229        0.0621        0.0102        0.0049       -0.0465        0.0351        0.0121       -0.0096        0.1065        0.0164        0.0768        0.0058       -0.0717       -0.0273       -0.0020        0.0411       -0.0122        0.0581       -0.0495       -0.0065        0.0792        0.1248       -0.0965       -0.0333       -0.0642       -0.0415        0.0246       -0.0822       -0.0058        0.0247        0.0399       -0.0423       -0.0400        0.0234       -0.0094       -0.0119        0.0277       -0.0092       -0.1180       -0.0052       -0.0103        0.0891        0.1004       -0.0155        0.0315       -0.0177        0.0828        0.0213       -0.0899       -0.0039       -0.0284        0.0091        0.0041       -0.0561        0.0540       -0.0422       -0.0087       -0.0254        0.0604        0.0913       -0.0356       -0.0665       -0.0092        0.0339       -0.0447       -0.0031       -0.0167       -0.0417        0.0228       -0.0592        2.2850        0.6678        0.4264       -2.4662        0.8526       -0.0335       -0.6391       -2.2535       -2.8401       -2.9204       -0.2572        2.1919       -0.6563        2.3408        0.1770        0.8225        0.4088       -1.3778        0.6277       -1.2827       -0.9348        3.3592       -2.4168        0.9507       -0.1250        1.7563       -0.8951        2.5392        2.8718       -1.0225        0.6714        0.2896       -2.4422        0.1087        0.2717       -1.0452        0.2890        1.1429        1.0213       -1.1421       -0.8457       -2.2438       -1.9900       -1.0763        1.0189       -0.2095       -2.2657        1.5347        2.8210       -0.2533       -0.3970        1.4109        1.4151        0.0333       -2.8331        0.5611       -0.0506        3.3540       -3.0508        0.9028        0.2837        2.7582       -0.0338       -2.5542        0.4403       -0.2401        2.1030       -1.5677        0.4692       -0.4882        1.2560        0.2554        0.7045       -0.3365        1.4702       -1.6150        0.5143        1.8282        1.9806       -1.1368        1.6878       -3.6323        2.6885       -1.2443        1.7350       -1.9466       -0.1432       -0.0402       -0.0344       -0.1929       -1.3568        0.6105        1.3981        1.6614       -0.1477       -0.2085       -0.2020       -0.1496       -1.0081        2.2556
       -0.0563        0.0426       -0.0793        0.0329       -0.0103        0.1476        0.0685        0.0523        0.0326       -0.0080        0.0623       -0.1332        0.0037        0.0776        0.1026       -0.0639       -0.0005       -0.0721       -0.0868       -0.0153       -0.1093       -0.0473       -0.0603        0.0382        0.0078        0.0076        0.0207       -0.0018        0.0094       -0.1057        0.0358       -0.0758       -0.1010        0.0361        0.0086        0.0301       -0.0094        0.0241       -0.0124       -0.0183       -0.0490       -0.0166        0.0525        0.0009       -0.0972        0.0058        0.0088        0.0167        0.0002        0.0931       -0.0008        0.0005       -0.0426       -0.0377       -0.0206       -0.0669       -0.0280       -0.0238       -0.0483        0.0053       -0.0432        0.0608       -0.0283        0.0493        0.0236       -0.0343        0.0442       -0.0031       -0.0320        0.0204        0.0247        0.0626       -0.0474        0.0870       -0.1029        0.0105       -0.0459        0.0698       -0.0300        0.0373       -0.0046        0.0366        0.0021       -0.0274       -0.0502       -0.0357        0.0414        0.0534       -0.0052       -0.0952       -0.0673       -0.1097       -0.0214        0.0334        0.0446       -0.0086       -0.0074       -0.0281        0.0436       -0.0414       -3.5635       -0.9587       -0.1028       -4.1880       -0.6751        1.7477        0.5237        1.0269       -0.9346       -0.3752       -1.1816        2.2460       -0.7970       -0.4271        0.1626        1.5411        1.6302        2.4704        0.0441        0.2904       -1.3328        0.8845       -1.5885       -0.4129        1.6955        0.9533        1.8047       -2.2493        0.0365       -2.8605        0.1963        2.9737       -0.5444        0.2763       -2.9634        1.7840        1.2725        1.4399       -1.0560       -1.6424       -0.9012        1.6116       -1.4607        1.7396        1.7832       -1.2309        2.0622       -1.3736        2.6575       -2.2700       -2.1646        1.1936       -0.3175        0.3530        0.1396        1.5543       -1.4219        0.9079       -0.6275        2.6310        1.9979        0.0689       -1.2206       -0.4874        0.8740       -1.6972       -1.4175       -0.7364       -0.2116       -0.5930        2.6947       -1.4397       -0.2792        1.6851       -1.2240       -1.0116       -1.2914       -1.2361       -0.3351       -2.2155       -0.4272        1.7666       -1.7990       -0.9406        1.3786       -0.7130        1.4843        1.3065        1.9581        2.2460       -0.2969       -0.2041       -1.4742       -0.4038        0.6073        0.4733        1.1116        0.1262       -1.1321        0.2380
        0.0122        0.0379       -0.0549       -0.0079       -0.0367        0.0734        0.0092       -0.0703       -0.0229        0.0971        0.0462       -0.0007        0.0252        0.0462        0.0328       -0.0125        0.0596        0.0102       -0.0577       -0.0052        0.0366        0.0767       -0.0047       -0.0293       -0.0336        0.0387        0.0473        0.0386        0.0202       -0.0486       -0.0714        0.0679        0.0485       -0.0009        0.0544        0.0152        0.0118       -0.0175       -0.0798        0.0387       -0.0183       -0.0146        0.0560        0.0157        0.0149       -0.0773        0.0666       -0.0213        0.0432       -0.0247        0.0449       -0.0535       -0.0497       -0.0193       -0.0062       -0.0058       -0.0075       -0.0123       -0.0470        0.0547        0.0303        0.0182        0.0235        0.0338        0.0256       -0.0220        0.0026       -0.0030        0.0206       -0.0361        0.0337        0.0504        0.0258       -0.0569        0.0387        0.0205        0.0358        0.0669        0.0047        0.0322        0.0029       -0.0216        0.0071        0.0453       -0.0210       -0.0039        0.0106       -0.0885        0.0398       -0.0100        0.0164       -0.0365       -0.0177        0.0171       -0.0296        0.0155        0.0297        0.0674       -0.0435        0.1529       -2.1096        0.1049        0.3564       -1.2761       -0.4260        0.5556       -0.7721       -1.3656       -1.6354       -0.8468        2.9719       -0.7849        0.1040       -1.5213        2.0281       -0.5227        2.7926       -0.2437        1.9755       -0.2041       -1.0769       -0.6806        2.6484       -1.6275       -1.2333        0.0274        0.3054        1.5744        0.3805       -0.3975        0.2666       -1.8238        2.5770        1.5173        0.6120        1.3678       -2.8095       -1.0023       -0.0395       -2.6350        1.8037       -1.3059       -0.7181        1.8306        1.6358        2.4173       -0.8357       -1.9173        0.8065        1.9183        0.8769       -2.2297        0.7712        0.9699       -0.7110       -0.7894        2.3568       -1.1493        0.3573       -1.3553       -0.0478       -1.6523        2.6928       -2.6670       -1.5560       -0.0097        2.3716        3.2862       -0.6507        2.6337       -0.5201        1.7740        0.6137        0.2952       -0.3680        0.8644        0.2439        0.3117        0.9339        1.2715       -0.8770       -2.0521       -1.3539       -0.3722       -0.6105        1.6197       -1.7919       -0.0887        0.4768       -0.1842        1.4543        1.4973        1.6872       -3.6344       -1.8784        1.0003       -0.8353        0.3083        1.8311        1.0008
        0.1173        0.0136        0.0251        0.0774        0.0215       -0.0845       -0.0252        0.0600        0.0254        0.0626       -0.0025       -0.0195        0.0409        0.0032       -0.0297       -0.0169       -0.0016        0.0239       -0.0752        0.0678        0.0551       -0.0449        0.0600       -0.0373        0.0368       -0.0445       -0.0608        0.0672       -0.1107       -0.0917        0.0312        0.0839       -0.0085       -0.0484        0.0106        0.0112       -0.1361       -0.0451       -0.0439        0.0102       -0.0399        0.1390        0.0297       -0.0147        0.1226        0.0938       -0.0709       -0.0001       -0.0298       -0.0498        0.0275       -0.0864        0.0947        0.0051        0.0327       -0.0765       -0.0795       -0.0992       -0.0497       -0.0432        0.1017        0.1041        0.0150        0.1097        0.0937        0.0006        0.0282       -0.0448       -0.0708        0.0337       -0.0810        0.0418       -0.0423       -0.0166       -0.0332       -0.1495       -0.1217        0.0621       -0.0929       -0.0639        0.0123       -0.1127       -0.0244        0.0603       -0.0208       -0.0459        0.0435        0.0613       -0.0092       -0.0469        0.0099        0.0427       -0.0686       -0.0973        0.0145       -0.0952        0.0470       -0.0178       -0.0565       -0.0196        2.5794       -0.9998        0.5943       -1.1995       -1.0781        4.0617        1.2385       -0.5102       -2.3185       -1.9702       -0.1208        0.2722        0.1527        1.0386        0.0641        1.2599        0.9839        1.0286       -0.9048       -0.3078        1.6048        2.2283        1.2024        0.2397       -3.0808        0.6546       -1.5957       -1.4697        1.4198        0.5172       -1.2659       -0.5150        0.3690       -1.2854       -3.5558       -0.2651       -0.4676        1.7378       -0.7837       -1.6226        1.5153       -1.2772       -1.4468        0.5450        3.3785       -0.6844       -0.9501       -2.2040        0.7751       -2.5319       -0.1363        0.6370       -0.9063        2.4744       -1.8435       -0.1658        0.3759        0.2293       -1.9936       -1.0592       -1.4633       -0.8129       -0.9963        1.2317        1.5032        0.7776       -1.9209       -0.8534       -2.1855       -0.6131       -1.1909        0.5922       -1.3877       -1.3864       -1.5138        0.4171        0.8067       -1.0999        2.1031       -1.4483        0.4834        1.4400        0.0445       -1.0202        1.5376       -0.5034        1.9315       -2.1654       -0.0716       -0.4533       -0.1826        0.3759        0.7513        2.1541        0.6772       -1.5083        0.1491       -0.8040        0.1958       -3.0291
       -0.0380        0.0301        0.0211        0.0634       -0.0915       -0.0166        0.0769        0.1089       -0.0510        0.0452       -0.0723       -0.0090       -0.0974        0.0307        0.0234        0.1588       -0.0405        0.0192        0.0579       -0.0914       -0.0656       -0.0489        0.0901        0.0186        0.0505        0.0111       -0.0045        0.0599        0.0916       -0.0169        0.0018       -0.0131        0.0631        0.0515       -0.0695       -0.0249       -0.0331        0.0227       -0.0971       -0.0174       -0.0147        0.0457        0.0095        0.0060        0.0284        0.0802        0.0029       -0.0044       -0.0430        0.0382       -0.0223       -0.0460       -0.0110       -0.0201       -0.0758       -0.0304        0.0306       -0.0370        0.0617        0.0943       -0.0430       -0.0309        0.0962       -0.0288        0.0107       -0.0522        0.0859        0.0522       -0.0174        0.0988        0.0242        0.1191        0.0361        0.0781        0.0419        0.0120       -0.1052        0.0782       -0.0381       -0.0501        0.0059        0.0212        0.0297        0.1128       -0.0003        0.0130        0.0582        0.0237        0.0030        0.0624        0.0518        0.1371        0.0358       -0.0728       -0.0059       -0.0337        0.0564        0.1248       -0.0999       -0.0065        0.3891        5.0029       -0.7714        1.2590        3.4727       -0.1656        0.8885       -0.9961       -0.8623        0.9376        0.1435       -2.2973       -0.6864        1.8884        0.4604        1.2796        0.1427        0.3695        0.4026       -1.7241       -0.0266       -0.4035       -0.6088       -0.7008       -1.3968        0.2418        0.9509        0.2209       -1.1085        1.5117        0.0447        1.2629       -0.4413       -1.1416        0.4810        2.1729       -1.4602       -0.0915       -0.6735        2.6745        0.3082        1.9587        0.0607        0.4347        0.9410       -0.3147        1.7770        0.1915        0.8041       -0.7826        1.2510        0.0708       -0.7921       -2.2116        0.9291        0.2065       -1.7876        1.3781       -0.3345       -3.0648        1.1999       -3.3443       -1.9438       -2.3879        0.3930        1.0773        1.4064        2.7627        1.5046       -1.6079        0.2843        0.7558        1.5033       -1.4170        0.2565       -1.7898        0.9028       -2.6798       -0.2159       -0.1592       -2.7976        0.7555       -2.7711        1.1226       -2.3127        0.9459       -1.7118       -0.0691       -1.5139        3.8582       -1.6217       -1.9246        3.2659        0.5449       -0.7632        0.9425        1.5208        0.4487       -0.8845       -1.6032
       -0.0546       -0.0090        0.1070        0.0425        0.0490        0.1418        0.0130        0.0053        0.0142        0.0288       -0.0284        0.0502        0.0465       -0.0358       -0.0950        0.0215       -0.0246       -0.1549       -0.0525        0.1046       -0.0244       -0.0231       -0.0523        0.0465        0.0426       -0.0658       -0.1508       -0.0245        0.0114       -0.0957        0.0089       -0.0446       -0.1677        0.0349        0.0043        0.0755       -0.0913       -0.0925        0.0385       -0.0594       -0.0043        0.0382        0.0293       -0.0905        0.0738       -0.0461       -0.0504        0.0709       -0.0539        0.0146        0.0658        0.0552        0.0220        0.0556        0.0385       -0.0442        0.0367       -0.0824        0.0052       -0.0514       -0.1588       -0.0474       -0.0885       -0.0530        0.0594       -0.0325       -0.0667        0.1220        0.0812        0.0566        0.0118        0.0708        0.0595        0.0244        0.0342        0.1082        0.0272       -0.1002        0.1267       -0.0473       -0.0753        0.0290        0.0038        0.0364        0.0641       -0.0908       -0.0961       -0.0181       -0.0398        0.0914       -0.0073        0.0190        0.0047        0.0550        0.0690       -0.0114        0.0171        0.1133       -0.0270        0.0088       -0.2802        1.0698       -0.8859        1.4599        1.3486        3.3072       -0.3062        1.2392       -0.0304        0.4187        0.1801       -1.2850       -0.1630        0.1481       -0.7272        0.2937        0.5365       -1.5882        2.8637        2.3622       -1.5365        0.9287       -0.9369       -1.2418        1.2629        0.1865        0.9585        1.3267       -0.4898        0.2771        2.4983       -0.4603       -1.8871        0.4034       -0.4820       -1.4977        1.3080       -2.0557       -0.8716        0.5467        3.2521        0.9228        1.4413       -1.5631       -1.2911        1.5201       -0.8602       -0.5396        0.4526        0.4143        1.9596       -1.0278        2.2952       -0.2210        1.1095        0.3959        0.3114        2.4646        0.0661        0.2868        1.7787       -1.8545       -0.1383        0.0552        2.2963       -0.7360        0.3309       -1.7766        0.6992        1.4716       -0.3016        0.3597        1.9863       -0.4011        0.9539       -1.0013       -2.1952       -2.3480       -1.9744        1.0499       -0.4431       -0.0539        0.6888       -0.2282        1.5335        1.1229       -2.2332       -0.2372        2.6106        1.4755        2.2672       -1.7291       -0.2047       -0.9113        3.0430        0.3846        0.4221       -0.3068       -3.4744       -1.1896
       -0.0209        0.0133        0.0053        0.1035       -0.0384        0.0784        0.0692        0.0142       -0.0217       -0.0879        0.0365       -0.0756       -0.0231       -0.1704       -0.0640       -0.0330        0.0135       -0.0040        0.0174        0.0584       -0.0894        0.0099       -0.1862        0.0758        0.0249       -0.0724       -0.0875       -0.0304       -0.0556       -0.0074        0.0081       -0.0401        0.0063       -0.0555       -0.0571        0.0279       -0.0054       -0.0467        0.0110        0.0309        0.0704       -0.1135       -0.0480        0.0894        0.0045       -0.1032       -0.0819       -0.0766       -0.0157        0.0264       -0.0240        0.1431       -0.0221       -0.0550       -0.0214       -0.0245       -0.0023        0.0285       -0.0445        0.0066        0.1335       -0.1033        0.0267        0.0785       -0.0667        0.0709       -0.0785       -0.0324       -0.0244       -0.0344        0.0300        0.0782       -0.1081        0.0077       -0.0527        0.0907        0.0984        0.0556       -0.0111        0.0605        0.0285        0.0274       -0.0975        0.0350        0.0186        0.0391       -0.0789       -0.0146        0.1308        0.0183        0.0022        0.0807       -0.0592       -0.0350        0.0196        0.1016        0.0290       -0.0903        0.0076       -0.0192       -0.9837       -3.4984       -1.6671        1.1941       -2.5508       -0.6740       -1.0253        2.8448       -1.6211        0.1487        0.1272        1.6784        0.3286        0.7792       -1.9767        0.4048       -1.4069       -0.1905        3.6275       -0.2001       -1.1523       -1.4050        0.8180        1.4092        1.2509        0.4795       -1.2868        0.9618        0.9041       -1.7963       -2.3398       -2.4480       -0.1297       -2.0576        1.3940       -0.7650       -3.1514       -0.8644       -1.7514       -0.2051        1.0700        0.4133        3.2906       -0.1370       -3.1163       -0.3882        2.7545       -0.9927       -1.9969       -1.3209       -1.7491        0.2701        1.0561        1.5792       -0.6446        1.5169        0.8667        1.0127       -1.1474       -1.5216       -0.0547        1.6061       -1.9194        0.8103       -1.5888        3.3393       -2.2245       -2.6761        0.3735        3.0650       -3.7127       -1.9514        0.2154        0.3463       -0.8484        2.5971        1.2971       -0.6038        0.7262        0.3655       -0.2564        0.0355       -1.1918        0.5256       -1.1821       -2.1572       -0.3141        0.7497        2.0011       -2.4639       -1.2033       -0.2001       -0.1882        0.8911       -1.3636       -0.3258        0.8035       -1.2957        0.3905       -0.5958
